case_name,state,date_filed,issue,status,link
"Gusciora v. McGreevey, No. MER-L-2691-04 (N.J. Sup. Ct., Mercer Cnty.)",New Jersey,05/11/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=80
"Gusciora v. McGreevey, No. MER-L-2691-04 (N.J. Sup. Ct., Mercer Cnty.)",New Jersey,05/11/2020,"Plaintiffs submitted a letter brief to enforce a final order issued over ten years ago, which banned online voting permanently in New Jersey because online votes can be hacked.
 
 The State confirmed through the media and a phone call that the May 12th election will have an online voting system for disabled voters to use. This violates the abovementioned order as well as Governor's Murphy Executive Order 105, which specified that all voting during the COVID-19 crisis will be done by mail.
 
 Plaintiffs claim: (1) The court has the inherent power to enforce its own judgment and should order State authorities to comply with the 2010 final order, which bans the State from conducting elections via the internet; and (2) since online votes can be altered and the State would be unable to confirm these votes' integrity, the votes of disabled individuals would not have equal weight or equal protection, therefore violating the New Jersey Constitution, which protects against ""the unequal treatment of those who should be treated alike.""
 
 Plaintiffs seek emergency injunctive relief to enjoin State authorities from implementing a vote by Internet-based program. Plaintiffs claim they are entitled to this relief because the final order was clear and unambiguous, voters will be irreparably harmed by an insecure online voting system, the State will not suffer harm from an injunction since vote-by-mail exists, and a strong public interest exists in preserving the integrity of elections and ensuring public confidence in the election process.
 
 The Court held a case management conference on May 18, after the election in question. There, Defendants stated that they do not intend to use an internet-based voting system in future elections. The Court then ordered the parties to cooperate and reach a written memorandum or agreement addressing the use of internet-based voting systems for future elections.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=80
"Fight for Nevada v. Cegavske, No. 2:20-cv-00837 (D. Nev.), 2020 WL 2614624",Nevada,05/11/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=173
"Lewis v. Hughs, No. 5:20-cv-00577 (W.D. Tex.)",Texas,05/10/2020,05/18/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=133
"New Georgia Project v. Raffensperger, No. 1:20-cv-01986 (N.D. Ga.)",Georgia,05/08/2020,Plaintiff is an organization attempting to obtain the signatures required to recall Nevada's governor. Plaintiff filed a TRO to extend end the statutory deadline to obtain the required signatures (~250K) due to delays/difficulties related to Covid-19.,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=35
"Puliafito v. Board of Elections in the City of New York, No. 11603, 11604 (App. Div. 1st Dept.)",New York,05/08/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=88
"Quinn v. Cuomo, No. 705011/2020 (N.Y. Sup. Ct., Queens Cnty.)",New York,05/08/2020,05/11/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=92
"Yin v. Cuomo, No. 705013/2020 (N.Y. Sup. Ct., Queens Cnty.)",New York,05/08/2020,"Plaintiffs (a group of individuals and organizations) sued the Texas Secretary of State challenging the constitutionality of the following Texas mail voting provisions: (i) the requirement that voters pay postage to return mail voting ballots, Tex. Elec. Code § 86.002 (""Postage Tax""); (ii) the misleading postmark and receipt deadlines for mail voting ballots, id. § 86.007 (""Ballot Receipt Deadline""); (iii) the requirement to submit two “matching” handwriting samples to qualify for mail voting, id. § 87.027 (""Signature Match Requirement""); and (iv) the criminalization of a person assisting a voter in returning a marked mail voting ballot, id. § 86.006 (""Voter Assistance Ban""). Plaintiffs allege that these voting provisions violate their civil rights and bring suit under 42 U.S. Code 1983. Specifically that all of the above voting provisions (i)-(iv) are an undue burden on the right to vote, in violation of the First and Fourteenth Amendments of the U.S. Constitution; that the Postage Tax and Signature Match Requirement provisions violate the equal protection clause of the Fourteenth Amendment of the U.S. Constitution; that the Signature Match Requirement and Voter Assistance Ban provisions violate procedural due process under the Fourteenth Amendment of the U.S. Constitution; and that the Postage Tax provision violates the prohibition of a poll tax under the Fourteenth and Twenty-Fourth Amendments of the U.S. Constitution. The complaint stresses that COVID-19 would make voting in-person more dangerous and more difficult, which would only serve to worsen the negative impact of the above voting provisions on plaintiffs' ability to vote. After the court below denied Defendant's motion to dismiss, Defendant appealed.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=93
"Fisher v. Hargett, No. 20-0435-III (Tenn. Chancery Ct., Davidson Cnty.)",Tennessee,05/08/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=127
"Fight Back Fund v. Illinois State Board of Elections, No. 1:20-cv-02791 (N.D. Ill.)",Illinois,05/08/2020,05/11/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=169
"Power Coalition for Equity and Justice v. Edwards, No. 3:20-cv-00283 (M.D. La.) (consolidated with Clark v. Edwards)",Louisiana,05/07/2020,"Lewis v. Hughs, No. 20-50654 (5th Cir.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=48
"Manning v. Rogers, No. MA-118774 (Okla. S. Ct.)",Oklahoma,05/07/2020,"Challenges Georgia’s (i) failure to provide prepaid postage, (ii) Election Day Receipt Deadline, (iii) voter assistance ban, and (iv) lack of standards for notifying voters with incomplete absentee ballot applications. Plaintiffs argue that these restrictions pose an undue burden on the right to vote generally and particularly in the upcoming election as a result of the COVID-19 crisis.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=108
"Murray v. Cuomo, No. 1:20-cv-03571 (S.D.N.Y.), 2020 WL 2521449",New York,05/07/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=176
"Sinner v. Jaeger, No. 3:20-cv-00076 (D.N.D.), 2020 WL 3244143",North Dakota,05/06/2020,05/08/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=77
"Fair Maps Nevada v. Cegavske, No. 3:20-cv-00271 (D. Nev.), 2020 WL 2798018",Nevada,05/06/2020,"New Georgia Project v. Raffensperger, No. 20-13360 (11th Cir.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=85
"Yang v. Kellner, No. 20-1494 (2d Cir.), 2020 WL 2820179",New York,05/06/2020,"Seawright filed a petition designating her a candidate for the office of Member of the Assembly for the 76th District on the Democratic Party primary ballot. This petition required a cover sheet, which Seawright failed to file prior to the March 20 deadline. Seawright also filed a petition designating her a candidate for the same office on the Working Families Party primary ballot, which petition required the filing of a certificate of acceptance. Seawright failed to file the certificate of acceptance prior to the March 24 deadline. The Board of Elections invalidated both petitions. 
 
 Seawright commenced proceedings to validate the petitions. Puliafito, the Republican candidate for the same office, moved to intervene (which motion was granted). After a hearing, the NY Supreme Court granted Seawright's petition to validate her designating petitions. The Board of Elections and Puliafito appealed and the Appellate Division (First Department) unanimously affirmed the Supreme Court's decision; however, the Court of Appeals reversed the decision, denying Seawright's petitions to validate and granting Puliafito's petitions to invalidate (and resolved a departmental split as to whether the late filing of a portion of a designating petition (e.g., a cover sheet, a certificate of acceptance) constitutes a fatal defect that invalidates such a petition).",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=91
"Garcia v. Griswold, No. 20-cv-01268-WJM (D. Colo.)",Colorado,05/06/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=168
"Key v. Cuomo, No. 1:20-cv-03533 (S.D.N.Y.), related to Yang v. N.Y. State Bd. of Elections, No. 1:20-cv-03325 (S.D.N.Y.)",New York,05/06/2020,05/14/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=175
"Duncan v. LaRose, No. 2:20-cv-02295 (S.D. Ohio)",Ohio,05/05/2020,"Puliafito v. Board of Elections in the City of New York, Nos. 100432-2020, 100433-2020, 100435-2020, 100436-2020 (N.Y. Sup. Ct., N.Y. Cnty.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=104
"Tex. Democratic Party v. DeBeauvoir, No. 14-20-00358-CV (14th Ct. App.)",Texas,05/05/2020,"After Governor Cuomo issued Executive Order 202.23, which canceled the June 23, 2020 Special Election for Queens Borough President, Jim Quinn, a Democratic candidate in the election, filed a complaint seeking a preliminary injunction and temporary restraining order against the Executive Order. The Court dismissed the petition. Quinn also sought an injunction against the Campaign Finance Board’s demand that he immediately withdraw from the ballot and return public campaign funds for which he qualified. The court denied that petition as well.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=129
"Campbell v. Galvin (same as Brady v. State Ballot Law Commission), No. SJ-2020-0321 (Mass. S. Ct., Suffolk Cnty.)",Massachusetts,05/05/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=186
"Brady v. State Ballot Law Commission (same as Campbell v. Galvin), No. SJ-2020-0321 (Mass. S. Ct., Suffolk Cnty.)",Massachusetts,05/05/2020,05/18/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=187
"Tex. Democratic Party v. DeBeauvoir, No. 03-20-00251-CV (3d Ct. App.), 2020 WL 4012247",Texas,05/05/2020,"After Governor Cuomo issued Executive Order 202.23, which canceled the June 23, 2020 Special Election for Queens Borough President, Dao Yin and Jay Yee, two candidates, filed a complaint seeking a preliminary injunction and temporary restraining order against the Executive Order. The Court denied the petition. This ruling was affirmed by the Appellate Division Court for the Second Judicial Department on different grounds.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=129
"SawariMedia LLC v. Whitmer, No. 4:20-cv-11246 (E.D. Mich.), 2020 WL 3097266
 2020 WL 3603684",Michigan,05/04/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=56
"Mujumder v. Board of Elections in the City of New York, No. 11607 (App. Div. 1st Dept.)",New York,05/04/2020,05/18/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=89
"Hawatmeh v. New York State Board of Elections, No. 531344 (App. Div. 3d Dept)",New York,05/04/2020,"Yin v. Cuomo, No. 2020-03910 (N.Y. App. Div. 2d Dept.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=90
"Edwards v. Vos, No. 3:20-cv-00340 (W.D. Wis.)",Wisconsin,05/04/2020,"Plaintiffs seek declaratory and injunctive relief pursuant to the Tennessee Constitution and Tennessee statutory law with respect to their rights to vote by mail. Plaintiffs allege that they are immunocompromised, or risk transmitting COVID to an immunocompromised person, and therefore run a significant risk if required to vote in person. Tennessee law presently provides that vote-by-mail is only available to those physically unable to appear in person (or caregivers of such people); plaintiffs contend that this construction, in light of the COVID crisis, violates the rights to suffrage and equal protecton provided under the Tennessee Constitution. In the alternative, plaintiffs seek a declaration that a physician may certify a class of voters en masse as eligible to vote by mail under Tennessee statutory law.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=149
"Edwards v. Vos, No. 3:20-cv-00340 (W.D. Wis.)",Wisconsin,05/04/2020,"Class action by group of citizens alleging denial of right to vote in 4/7/20 Wisconsin Presidential Primary and Spring Election. Complaint seeks damages and injunctive and declaratory relief to establish reasonable, disability accessible, and constitutionally sufficient voting procedures (including mail voting) for future 2020 elections. Complaint alleges that failure to reschedule the Spring Election due to Covid-19 health risks violated their rights under 1st and 14th Amendments, Voting Rights Act, and ADA.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=149
"Mejia v. Board of Elections in the City of New York, No. 11606 (App. Div. 1st Dept.), 183 A.D.3d 477",New York,05/04/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=159
"Garcia v. Griswold, No. 2020SA162 (Colo. S. Ct.)",Colorado,05/04/2020,05/04/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=168
"People First of Alabama v. Merrill, No. 2:20-cv-00619 (N.D. Ala), 2020 WL 3207824",Alabama,05/01/2020,"Joselin Mejia submitted a petition to validate her application to be a candidate on the ballot for the Democratic Party primary election held on June 23, 2020. She had filed her application without a cover sheet, which the Board of Elections for the City of New York found to be a wholly uncurable default which completely invalidated her application. The Supreme Court of the State of New York, Bronx County, agreed with the Board, citing relevant authority. The Supreme Court, Appellate Division, First Department overturned the lower court’s ruling, finding that under the unique circumstances of the COVID-19 pandemic, the absence of a cover sheet was not a fatal defect to Mejia’s application; although a cover sheet may be necessary for administrative convenience, it could not outweigh the right to ballot access in such unusual circumstances as the pandemic. This ruling was itself reversed.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=2
"Self Advocacy Solutions North Dakota v. Jaeger, No. 3:20-cv-00071 (D.N.D.), 2020 WL 2951012
2020 WL 3068160",North Dakota,05/01/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=76
"Middleton v. Andino, No. 3:20-cv-01730 (D.S.C.)",South Carolina,05/01/2020,05/14/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=125
"Memphis A. Phillip Randolph Institute v. Hargett, No. 3:20-cv-00374 (M.D. Tenn.)",Tennessee,05/01/2020,"Mejia v. Bd. of Elections in the City of NY, No. 260287/20 (N.Y. Sup. Ct., Bronx Cnty.)",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=126
"Garbett v. Herbert, No. 20-4051 (10th Cir.)",Utah,05/01/2020,Plaintiff Garcia sought to be on the 2020 Democratic Primary ballot as a candidate for US Senate. Defendant Secretary of State determined that plaintiff had collected 89.5% of the required number of valid signatures.,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=134
"Lean on McLean v. Showalter, No. CL20001959-00 (Va. Cir. Ct., Richmond City)",Virginia,05/01/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=137
"Beard v. Whitmer, No. 2:20-cv-11067 (E.D. Mich.)",Michigan,04/30/2020,05/05/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=54
"Hawatmeh v. New York State Board of Elections, No. 903484-2020 (N.Y. Sup. Ct., Albany Cnty.)",New York,04/30/2020,"Garcia v. Griswold, No. 2020CV031467 (Colo. Dist. Ct., Denver Cnty.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=90
"Whitfield v. Thurston, No. 4:20-cv-00466 (E.D. Ark.), 2020 WL 3451692",Arkansas,04/29/2020,"The NAACP LDF, SPLC, and the Alabama Disabilities Advocacy Program filed suit over the state’s lack of safe and accessible voting processes amid the COVID-19 pandemic. 
The specific claims were: (1) violation of the fundamental right to vote under the 1st and 14th Amendments because of the witness requirement, the prohibition on curbside voting, and the photo ID requirements as applied curbed the right to vote; (2) failure to provide reasonable accommodations in violation of Title II of the Americans with Disabilities Act, specifically those with health conditions that put them at high risk if they leave their homes to vote; (3) violation of Section 2 of the Voting Rights Act because of the witness requirement and the prohibition on curbside voting; and (4) Sections 3 and 201 of the Voting Rights Act due to the witness requirement. The suit requests that the court enjoin enforcement of the witness requirement, photo ID requirements, and the prohibition on curbside voting, and to accept absentee ballots that are missing the signature of a notary or two witnesses or are missing copies of photo IDs; The suit also requests declaratory relief re unconstitutionality of the voting requirements indicated.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=5
"California Republican Party v. Newsom, No. 34-2020-00277751 (Cal. Super. Ct., Sacramento)",California,04/29/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=12
"Tully v. Okeson, No. 1:20-cv-01271 (S.D. Ind.)",Indiana,04/29/2020,05/01/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=43
"Texas Democratic Party v. Abbott, No. 5:20-cv-00438 (W.D. Tex.), 2020 WL 2541971",Texas,04/29/2020,"People First of Alabama v. Merrill, No. 20-12184 (11th Cir.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=131
"Gloria v. Hughs, No. 5:20-cv-00527 (W.D. Tex.)",Texas,04/29/2020,"Suit challenges North Dakota statutes that vest election officials with authority to reject mail-in ballots based on signature discrepancies, as the statutes fail to provide affected voters with notice and an opportunity to verify their ballots before rejection. Plaintiffs are individual with multiple sclerosis (affecting ability to write), nonprofit that represents persons with disabilities, and The League of Women Voters; defendants are Secretary of State and local election officials. Plaintiffs asserted claims under the 1st and 14th Amendments for deprivation of procedural due process and the imposition of an undue burden on the right to vote.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=132
"Yang v. Kellner, No. 1:20-cv-03325 (S.D.N.Y.), 2020 WL 2129597",New York,04/28/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=91
"Bambenek v. White, No. 3:20-cv-03107 (C.D. Ill.), 2020 WL 2123951",Illinois,04/27/2020,05/01/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=42
"Thompson v. DeWine, No. 2:20-cv-02129 (S.D. Ohio), 2020 WL 2557064",Ohio,04/27/2020,"Facts: Individual voters and candidates, the South Carolina Democratic Party, the DNC and the DCCC challenged certain provisions of South Carolina’s vote by mail laws. The challenged provisions include: prohibiting voters under 65 from voting by mail (with limited exceptions) (""Absentee Ballot Age Restriction""); requiring the mail-in absentee ballot envelope to be signed by a witness (""Witness Requirement""); rejecting mail-in absentee ballots not received by 7pm on Election Day (""Election Day Cutoff""); and making it a felony for candidates and paid campaign staff to assist voters with returning voted absentee ballots to elections officials (""Absentee Assistance Ban""). In addition, the plaintiffs challenged South Carolina's failure to provide pre-paid postage on mail-in absentee ballots (""Postage Tax""). These provisions allegedly disenfranchise voters in South Carolina and particularly burden African American voters, especially during the unprecedented public health crisis caused by COVID-19. 
 Legal Claims: 
 Federal Constitutional Claims: The Absentee Ballot Age Restriction violates the 26th Amendment. The Absentee Ballot Age Restriction, Witness Requirement, Absentee Assistance Ban, and Postage Tax violate the right to vote under the 1st and 14th Amendments (Anderson-Burdick).The Postage Tax constitutes a poll tax in violation of the 14th and 24th Amendments. The Absentee Assistance Ban violates free speech protections under the 1st Amendment.
 Federal Statutory Claims: The Absentee Ballot Age Restriction, Witness Requirement, Election Day Cutoff, Absentee Assistance Ban, and Postage Tax constitute vote denial in violation of Section 2 of the Voting Rights Act. The Absentee Assistance Ban is preempted by Section 208 of the Voting Rights Act.
 Complaint Amendment: All claims relating to the Postage Tax were removed in the first amended complaint (see Summary: Dispositive Ruling #2)",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=102
"Disability Rights Penn. v. Boockvar, No. 83-MM-2020 (Penn. Sup. Ct.)",Pennsylvania,04/27/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=112
"Democratic National Committee v. Reagan, No. 19-1258 (Sup. Ct.)",Arizona,04/27/2020,05/01/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=184
"Powell v. Benson, No. 2:20-cv-11023 (E.D. Mich.)",Michigan,04/25/2020,"Middleton v. Andino, No. 20A55 (S. Ct.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=55
"Griswold v. Warren, No. 20SA140 (Colo. S. Ct.)",Colorado,04/24/2020,"Facts: Individual voters and organizations with programs devoted to engaging and organizing their members and communities to vote challenged certain provisions of Tennessee's vote by mail laws for the August primary and November general elections. The challenged provisions include: strict limits on eligibility for absentee voting which do not recognize the pandemic as a valid excuse (""Eligibility Criteria""); criminal prohibitions on assisting voters to obtain absentee ballot requests (""Assistance Prohibitions""); and lack of opportunity to cure ballot rejections based on signature mismatch (""Signature Verification Provisions""). Failure to make mail voting available to all voters is alleged to impose an undue burden on the right to vote since it requires voters to risk the health and safety of themselves and their loved ones in order to vote.
 Legal Claims: The Eligibility Criteria violate the right to vote under the 1st and 14th Amendments (Anderson-Burdick). The Assistance Prohibitions violate the rights of free speech and association under the 1st and 14th Amendments. The Signature Verification Provisions violate the right to procedural due process under the 14th Amendment and the right to vote under the 1st and 14th Amendments.
 Complaint Amendment: The Complaint was amended on June 12, 2020 to add a challenged provision: the requirement that voters who register to vote by mail must vote in person in their first election after registering (""First-Time Voter Restriction""). The First-Time Voter Restriction is claimed to violate the right to vote under the 1st and 14th Amendments.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=21
"Garcia v. Griswold, No. 2020CV031467 (Colo. Dist. Ct., Denver Cnty.)",Colorado,04/24/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=168
"Jasikoff v. Commissioners of the Westchester County Board of Elections, No. 2020-02929 (App. Div. 2d Dept.)",New York,04/23/2020,05/01/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=87
"Jasikoff v. Commissioners of the Westchester County Board of Elections, No. 2020-02929 (App. Div. 2d Dept.)",New York,04/23/2020,"Petitioner circulated petitions to run in the Democratic Party primary election as a candidate for the public office of Member of the New York State Assembly for the 88th Assembly District. On March 18, 2020, the Legislature passed an act requiring that a designating petition for the June 2020 primary election be filed between March 17-March 20. As of 7:04 p.m. on March 18, the NY Board of Election had not yet posted the change of law to its website. As of the late morning on March 23, the Westchester County Board of Elections had not yet posted the chance of law. Petitioner filed his designating petition on March 23 before 9 a.m. (and claimed that he first became aware of the filing deadline after it expired). 
 
 On March 27, the Supreme Court denied Petitioner's petition (invalidating the designating petition); however, the Supreme Court reconsidered its ruling sua sponte and later granted Petitioner's petition and directed the Respondents to accept the designating petition as timely filed. However, the Appellate Division (Second Department) reversed, finding that filing a petition after the deadline constitutes a fatal defect that invalidates the petition.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=87
"Mujumder v. Board of Elections in the City of New York, No. 260286/20 (N.Y. Sup. Ct., Bronx Cnty.)",New York,04/23/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=89
"League of Women Voters of Oklahoma v. Ziriax, No. O-118765 (Okla. S. Ct.)",Oklahoma,04/23/2020,05/07/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=106
"Miller v. Thurston, No. 5:20-cv-05070 (W.D. Ark.), 2020 WL 2617312",Arkansas,04/22/2020,"Jasikoff v. Commissioners of the Westchester County Board of Elections, No. 1376/2020 (N.Y. Sup. Ct., Westchester Cnty.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=4
"Esshaki v. Whitmer, No. 20-1336 (6th Cir.), 2020 WL 2185553",Michigan,04/22/2020,"Petitioners filed designating petitions in order to be placed on the ballot for the Democratic Party primary election in June 2020. Petitioners failed to timely file cover sheets required in connection with such designating petitions, which delays they attributed to the effects of the Covid-19 pandemic (i.e., quarantine and illness). 
 
 The NY Supreme Court denied Petitioners' petition to validate their designating petitions; however, the Appellate Division (First Department) unanimously reversed (validating the petitions). The Court of Appeals reversed the First Department's decision, denying Petitioners' petitions to validate their designating petitions (and resolving a departmental split as to whether the late filing of a portion of a designating petition (e.g., a cover sheet, a certificate of acceptance) constitutes a fatal defect that invalidates such a petition).",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=53
"Paher v. Cegavske, No. 3:20-cv-00243 (D. Nev.), 2020 WL 2089813",Nevada,04/22/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=84
"Crossey v. Boockvar, No. 266-MD-2020 (Penn. Commonw. Ct.)",Pennsylvania,04/22/2020,04/23/2020: Complaint,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=111
"Bailey v. South Carolina State Election Commission, No. 2020-000642 (S.C. S. Ct.)",South Carolina,04/22/2020,"Mujumder v. Board of Elections in the City of New York, No. 11607 (App. Div. 1st Dept.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=123
"Thomas v. Andino, No. 3:20-cv-01552 (D.S.C.), 2020 WL 2617329",South Carolina,04/22/2020,"The League of Women Voters of Oklahoma, Angela Zea Patrick, and Peggy Jeanne Winton (Petitioners), challenged Paul Ziriax's, Secretary of the Oklahoma State Election Board (Secretary) requirement that absentee ballots had to be notarized, pursuant to 2002 Okla.Sess.Laws Ch. 468, § 2. The Petitioners sought 1. a declaration that a voter seeking to vote by absentee ballot pursuant to 26 O.S.§107 may submit a personally signed statement made under penalty of perjury, in compliance with 12 O.S. §426, in lieu of a notarized affidavit, 2. A writ of prohibition, barring the Secretary from sending voters absentee ballot forms and instructions that improperly suggests a notarized affidavit is required, and/or 3. A writ of mandamus, directing the Secretary to send absentee voters ballot forms and materials that facilitate the making of a proper “under penalty of perjury” statement in lieu of an affidavit pursuant to 12 O.S. §426. Petitioners argued that the Secretary’s requirement of a notarized affidavit violated 12 O.S. §426 and infringed their fundamental right to vote, in the time of a global pandemic endangers public health. Petitioners further argued that the absentee ballot affidavit requirement of 26 O.S. §14-107 may also be satisfied by a personally signed statement made under penalty of perjury pursuant to 12 O.S. §426.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=124
"Mejia v. Bd. of Elections in the City of NY, No. 260287/20 (N.Y. Sup. Ct., Bronx Cnty.)",New York,04/22/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=159
"Schneider v. Griswold, No. 20CV31415 (Colo. Dist. Ct., Denver Cnty.)",Colorado,04/20/2020,05/04/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=22
"Coalition for Good Governance v. Raffensperger, No. 1:20-cv-01677 (N.D. Ga.), 2020 WL 2509092",Georgia,04/20/2020,"Plaintiffs, who sought to place a constitutional amendment on the Arkansas ballot, filed suit alleging Arkansas' ballot access requirements are unconstitutional as applied during the COVID-19 pandemic. They alleged the orders and warnings relating to the pandemic made it impossible for Plaintiffs to comply with the Arkansas' formal constitutional and statutory ballot access requirements, and requested injunctive relief ordering that the Secretary of State accept petitions signed by only 6% of the total vote cast in the previous gubernatorial election (and enjoin the State from enforcing the current 10% requirement), order that electronic signatures be accepted, extend the deadline for signature collection to September 3, 2020 (and enjoin the State from enforcing the current July 3, 2020 requirement), and enjoin the enforcement of the requirement that these signatures be obtained in the presence of a canvasser and notary.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=34
"Eisen v. Cuomo, No. 54542/2020 (N.Y. Sup. Ct., Westchester Cnty.)",New York,04/20/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=86
"Eilenberg v. City of Colton, No. 8:20-cv-00767 (C.D. Cal.)",California,04/20/2020,04/22/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=165
"Missouri NAACP v. Missouri, No. 20AC-CC00169 (Mo. Cir. Ct., Cole Cnty.)",Missouri,04/17/2020,"Miller v. Thurston, No. 20-2095 (8th Cir.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=68
"League of Women Voters Virginia v. Virginia State Board of Elections, No. 6:20-cv-00024 (W.D. Va.)",Virginia,04/17/2020,"Plaintiff Congressional candidate sued Michigan Governor et al, seeking to prevent the state from enforcing its in-person signature requirement for candidates to be placed on the ballot (# of signatures and deadline) because COVID-19 restrictions made it difficult to collect signatures.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=136
"Corona v. Cegavske, No. 20-OC-00064-1B (Nev. Dist. Ct., Carson City)",Nevada,04/16/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=83
"Bertrand v. Woodbury County, No. 03971 CVCV191798 (Iowa Dist. Ct., Woodbury Cnty.)",Iowa,04/16/2020,05/05/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=231
"Minnesota Voters Alliance v. Minnesota, No. A20-0601 (Minn. Ct. App.)",Minnesota,04/16/2020,"Esshaki v. Whitmer, No. 2:20-cv-10831 (E.D. Mich.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=370
"N.C. State Conference of the NAACP v. N.C. State Bd. of Elections, No. 20-CVS-05035 (N.C. Super. Ct., Wake Cnty.)",North Carolina,04/15/2020,"Plaintiffs claim that a universal mail voting plan violates the right to vote (1st and 14th Amendments). They further claim that the plan violates the Purcell principle, violates Article I, § 4 of the Constitution, and violates Article IV, § 4 as well as the Nevada Constitution. 
 State constitutional claims: The universal mail voting plan violates the right to vote (article 2, §1; art. 1, §§ 8,9) Amendments).
The court rejected the request for a preliminary injunction against an all-mail election for the upcoming June 9, 2020 Nevada primary. Specifically, the court held that the Plaintiffs had no standing, but that even if they established standing, Defendants’ interests in protecting the health and safety of Nevada’s voters outweigh any burden on the plaintiffs’ right to vote, especially when that burden is premised on a speculative claim of voter fraud resulting in dilution of votes.",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=180
